0.009 0 0 0 | 0 0 0 | 0.0779585619265576 -0.784179025810661 | -34 87 | 0 0
7.473 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.483 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.493 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.503 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.513 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.523 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.533 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.543 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.553 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.563 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.573 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.583 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.593 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.603 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.613 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.623 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.633 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.643 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.653 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.663 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.673 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.683 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.693 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.703 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.713 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.723 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.733 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.743 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.753 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.763 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.773 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.783 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.793 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.803 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.813 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.823 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.833 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.843 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.853 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.863 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.873 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.883 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.893 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.903 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.913 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.923 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.933 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.943 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.953 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.963 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.973 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.983 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.993 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.003 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.013 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.023 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.033 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.043 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.053 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.063 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.073 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.083 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.093 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.103 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.113 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.123 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.133 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.143 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.153 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.163 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.173 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.183 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.193 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.203 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.213 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.223 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.233 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.243 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.253 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.263 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.273 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.283 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.293 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.303 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.313 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.323 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.333 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.343 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.353 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.363 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.373 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.383 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.393 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.403 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.413 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.423 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.433 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.443 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
